Pathogens,Kingdom,Citation1,Citation2,Citation3,Former Species Name
Stenotrophomonas maltophilia,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",Pseudonomas maltophilia
Streptococcus agalactiae,,"De Martino, Luisa, et al. An update on microbiological causes of canine otitis externa in Campania Region, Italy.? Asian Pacific Journal of Tropical Biomedicine? 6.5 (2016): 384-389.",,,
Streptococcus anginosus,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Streptococcus canis,,"Hitzmann A., Bergmann A., Rohde M., Chhatwal G.S., Fulde M. Identification and characterication of the argenine deiminase system of Streptococcus canis. Vet Microbiol. 2013 Feb 22;162(1):270-7",,,
Streptococcus constellatus,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Streptococcus dysgalactiae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Streptococcus equinus,,"Kaczorek, Edyta, et al. Prevalence of reiratory pathogens detected in dogs with kennel cough in Poland. (2017) Acta Veterinaria Brno 85(4):329-336.",,,
Streptococcus halichoeri,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Streptococcus milleri,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Streptococcus pneumoniae,,"Morrissey I., Moyaert H., de Jong A., El Garch F., Klein U., Ludwig C., Thiry J., Youala, M. Antimicrobial susceptibility monitoring of bacterial pathogens isolated from reiratory tract infections in dogs and cats across Europe: ComPath results.? (2016) Veterinary microbiology,? 191:44-51",,,
Streptococcus pyogenes,,"Sprot H., Efstratiou A., Hubble M., Mrogan M. Man's best friend?--first report of prosthetic joint infection with Streptococcus pyogenes from a canine source. J Infect. 2012 Jun;64(6):625-7",,,
Streptococcus suis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Suterella stercoricanis,,"Greetham H.L., Collins M.D., Gibson G.R., Giffard C., Falsen E., Lawson P.A. Sutterella stercoricanis Nov., isolated crom canine faeces. International Journal of Systematic and Evolutionary Microbiology (2004), 54, 1581??""1584",,,
Syncephalastrum racemosum,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Treponema pallidum,,"Ehrlich G. D., Hu F. Z., Sotereanos N., Sewicke J., Parvizi J., Nara P.L., Arciola, C. R. What role do periodontal pathogens play in osteoarthritis and periprosthetic joint infections of the knee. (2014) J Appl Biomater Funct Mater? 12(1): 13-20",,,
Trichophyton multicolor,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton purpureum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton accuminatum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton ajelloi,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton album,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton asteroides,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton caninum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton cerebriforme,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton crateriforme,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton discoides,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton epilans,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton equinum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton erinacei,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton faviforme,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton felineum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton fumatum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton gallinae,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton glabrum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton granulosum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton gypseum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton interdigitale,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Trichophyton kagewaense,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton megninii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton ochraceum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton plicate,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton quinckeanum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton rubrum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier","Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Trichophyton sabouraudi,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton schoenleini,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Trichophyton schoenleinii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton sulfureum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton tonsurans,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Trichophyton verrucosum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton vinosum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trichophyton violaceum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Trueperella abortisuis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Trueperella bernardiae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Trueperella pyogenes,,"Ribeiro, M. G., Risseti, R. M., Bola??os, C. A. D., Caffaro, K. A., De Morais, A. C. B., Lara, G. H. B., ... & Franco, M. M. J. (2015). Trueperella pyogenes multispecies infections in domestic animals: a retrospective study of 144 cases (2002 to 2012). Veterinary Quarterly, 35(2), 82-87.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Ureaplasma,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Ureaplasma parvum,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Ureaplasma urealyticum,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Wolbachia pipientis,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Yersinia,,"Ferrer de Sousa L.L., Morais de Alencar C.H., Paiva de Almeida A.M., de Goes Cavalcanti L.P. Seroprevalence and atial distribution dynamics of Yersinia pestis antibodies in dogs and cats from plague foci in the State of Cear?!, Northeastern Brazil. Rev Soc Bras Med Trop. 2017 Nov-Dec;50(6):769-776",,,
Yersinia enterocolitica,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Yersinia pestis,,"Ferrer de Sousa L.L., Morais de Alencar C.H., Paiva de Almeida A.M., de Goes Cavalcanti L.P. Seroprevalence and atial distribution dynamics of Yersinia pestis antibodies in dogs and cats from plague foci in the State of Cear???!, Northeastern Brazil. Rev Soc Bras Med Trop. 2017 Nov-Dec;50(6):769-776","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
,,,,,
Tannerella forsythia,,"Di Bello, A., Buonavoglia, A., Franchini, D., Valastro, C., Ventrella, G., Greco, M. F., & Corrente, M. (2014). Periodontal disease associated with red complex bacteria in dogs. Journal of Small Animal Practice, 55(3), 160-163.",,,
Cronobacter,,"Hunter, C. J., & Bean, J. F. (2013). Cronobacter: an emerging opportunistic pathogen associated with neonatal meningitis, sepsis and necrotizing enterocolitis. Journal of Perinatology, 33(8), 581-585. ",,,
Plesiomonas shigelloides,,"Youssef, N. M., El-Shamy, H. A., Abou-Donia, H. A., El-Barrawy, M. A., & Abdel-Aal, Y. A. (1993). A study of Plesiomonas shigelloides from human, pets and aquatic environments. The Journal of the Egyptian Public Health Association, 68(3-4), 293-308. ",,,
Capnocytophaga cynodegmi,,"Workman, H. C., Bailiff, N. L., Jang, S. S., & Zinkl, J. G. (2008). Capnocytophaga cynodegmi in a rottweiler dog with severe bronchitis and foreign-body pneumonia. Journal of clinical microbiology, 46(12), 4099-4103.","Forman MA, Johnson LR, Jang S, Foley JE. Lower respiratory tract infection due to Capnocytophaga cynodegmi in a cat with pulmonary carcinoma. J Feline Med Surg. 2005 Aug;7(4):227-31. doi: 10.1016/j.jfms.2004.11.002. PMID: 16055008.",,
Bergeyella zoohelcum,,"Chen, Yili et al. ""Bacteremia caused by Bergeyella zoohelcum in an infective endocarditis patient: case report and review of literature."" BMC infectious diseases vol. 17,1 271. 12 Apr. 2017, doi:10.1186/s12879-017-2391-z",,,
Corynebacterium mastitidis,,"Fernandez-Garayzabal JF, Collins MD, Hutson RA, Fernandez E, Monasterio R, Marco J, Dominguez L. Corynebacterium mastitidis sp. nov., isolated from milk of sheep with subclinical mastitis. Int J Syst Bacteriol. 1997 Oct;47(4):1082-5. doi: 10.1099/00207713-47-4-1082. PMID: 9336910",,,
Globicatella sanguinis,,"Vela, A. I., Fern?!ndez, E., Las Heras, A., Lawson, P. A., Dom??nguez, L., Collins, M. D., & Fernandez-Garayzabal, J. F. (2000). Meningoencephalitis associated with Globicatella sanguinis infection in lambs. Journal of clinical microbiology, 38(11), 4254-4255.",,,
Corynebacterium urealyticum,,"Raab, O., B??raud, R., Tefft, K. M., & Muckle, C. A. (2015). Successful treatment of Corynebacterium urealyticum encrusting cystitis with systemic and intravesical antimicrobial therapy. The Canadian Veterinary Journal, 56(5), 471.",,,
Corynebacterium kroppenstedtii,,"Martel, A., Haesebrouck, F., Hellebuyck, T., & Pasmans, F. (2009). Treatment of otitis externa associated with Corynebacterium kroppenstedtii in a peach-faced lovebird (Agapornis roseicollis) with an acetic and boric acid commercial solution. Journal of avian medicine and surgery, 23(2), 141-144.",,,
Streptobacillus felis,,"Eisenberg, T., Glaeser, S. P., Nicklas, W., Mauder, N., Contzen, M., Aledelbi, K., & Kampfer, P. (2015). Streptobacillus felis sp. nov., isolated from a cat with pneumonia, and emended descriptions of the genus Streptobacillus and of Streptobacillus moniliformis. International journal of systematic and evolutionary microbiology, 65(Pt_7), 2172-2178.","Fawzy, A., Rau, J., Ribe, K., Schauerte, N., Geiger, C., Blom, J., ... & Eisenberg, T. (2020). Streptobacillus felis, a member of the oropharynx microbiota of the Felidae, isolated from a tropical rusty-spotted cat. Antonie van Leeuwenhoek, 113(10), 1455-1465.",,
Corynebacterium renale,,"Milanov, D., Velhner, M., Suvajdzic, L., & Bojkovski, J. (2015). Corynebacterium Renale Cystitis In Cow-Case Report. Archives of Veterinary Medicine, 8(1), 59-66.",,,
Caviibacter abscessus,,"Eisenberg, T., Glaeser, S. P., Ewers, C., Semmler, T., Drescher, B., & Kampfer, P. (2016). Caviibacter abscessus gen. nov., sp. nov., a member of the family Leptotrichiaceae isolated from guinea pigs (Cavia porcellus). International journal of systematic and evolutionary microbiology, 66(4), 1652-1659.",,,
Moraxella porci,,"Vela, A. I., Sanchez-Porro, C., Aragon, V., Olvera, A., Dominguez, L., Ventosa, A., & Fernandez-Garayzabal, J. F. (2010). Moraxella porci sp. nov., isolated from pigs. International journal of systematic and evolutionary microbiology, 60(10), 2446-2450.",,,
Porphyromonas circumdentaria,,"Love, D. N., Bailey, G. D., Collings, S., & Briscoe, D. A. (1992). Description of Porphyromonas circumdentaria sp. nov. and reassignment of Bacteroides salivosus (Love, Johnson, Jones, and Calverley 1987) as Porphyromonas (Shah and Collins 1988) salivosa comb. nov. International Journal of Systematic and Evolutionary Microbiology, 42(3), 434-438.",,,
Austwickia chelonae,,"Jiang, H., Zhang, X., Li, L., Ma, J., He, N., Liu, H., ... & Chen, J. (2019). Identification of Austwickia chelonae as cause of cutaneous granuloma in endangered crocodile lizards using metataxonomics. PeerJ, 7, e6574.",,,
Chelonobacter oris,,"Kudirkiene, E., Hansen, M. J., & Bojesen, A. M. (2014). Draft Genome Sequence of Chelonobacter oris Strain 1662T, Associated with Respiratory Disease in Hermann's Tortoises. Genome Announcements, 2(6), e01322-14.",,,
Moraxella cuniculi,,"Yang, D. K., Kim, H. H., Yoo, J. Y., Lim, S. K., Yoon, S. S., & Cho, I. S. (2017). Isolation and identification of Moraxella cuniculi from a rabbit with keratoconjunctivitis. Korean Journal of Veterinary Research, 57(3), 201-204.",,,
Rothia kristinae,,"Kandi, V., Palange, P., Vaish, R., Bhatti, A. B., Kale, V., Kandi, M. R., & Bhoomagiri, M. R. (2016). Emerging bacterial infection: identification and clinical significance of Kocuria species. Cureus, 8(8).",,,
Kazachstania pintolopesii,,"Kurtzman, C. P., Robnett, C. J., Ward, J. M., Brayton, C., Gorelick, P., & Walsh, T. J. (2005). Multigene phylogenetic analysis of pathogenic Candida species in the Kazachstania (Arxiozyma) telluris complex and description of their ascosporic states as Kazachstania bovina sp. nov., K. heterogenica sp. nov., K. pintolopesii sp. nov., and K. slooffiae sp. nov. Journal of clinical microbiology, 43(1), 101-111.",,,
Hafnia paralvei,,"Janda, J. M., & Abbott, S. L. (2006). The genus Hafnia: from soup to nuts. Clinical microbiology reviews, 19(1), 12-28.",,,
Pseudopropionibacterium propionicum,,"Suzuki, H., Arshava, E. V., Ford, B., & Nauseef, W. M. (2019). Don't Let Its Name Fool You: Relapsing Thoracic Actinomycosis Caused by Pseudopropionibacterium propionicum (Formerly Propionibacterium propionicum). The American journal of case reports, 20, 1961.",,,
Terrisporobacter glycolicus,,"Cheng, M. P., Domingo, M. C., Lévesque, S., & Yansouni, C. P. (2016). A case report of a deep surgical site infection with Terrisporobacter glycolicus/T. Mayombei and review of the literature. BMC Infectious Diseases, 16(1), 1-4.",,,
Terrisporobacter mayombei,,"Cheng, M. P., Domingo, M. C., Lévesque, S., & Yansouni, C. P. (2016). A case report of a deep surgical site infection with Terrisporobacter glycolicus/T. Mayombei and review of the literature. BMC Infectious Diseases, 16(1), 1-4.",,,
